OccurredOn,Date,Time,LRWS-11-01_SPACE_AIR_CO2,LRWS-11-01_SPACE_AIR_HUMID,LRWS-11-01_SPACE_AIR_PRESSURE,LRWS-11-01_SPACE_AIR_TEMP
2025-10-05 22:56:00,2025-10-05,22:56:00,427.0,75.0,1009.9,21.1
2025-10-05 22:57:00,2025-10-05,22:57:00,427.0,75.0,1009.9,21.1
2025-10-05 22:58:00,2025-10-05,22:58:00,427.0,75.0,1009.9,21.1
2025-10-05 22:59:00,2025-10-05,22:59:00,427.0,75.0,1009.9,21.1
2025-10-05 23:00:00,2025-10-05,23:00:00,427.0,75.0,1009.9,21.1
2025-10-05 23:01:00,2025-10-05,23:01:00,427.0,75.0,1009.9,21.1
2025-10-05 23:02:00,2025-10-05,23:02:00,427.0,75.0,1009.9,21.1
2025-10-05 23:03:00,2025-10-05,23:03:00,427.0,75.0,1009.9,21.1
2025-10-05 23:04:00,2025-10-05,23:04:00,427.0,75.0,1009.9,21.1
2025-10-05 23:05:00,2025-10-05,23:05:00,427.0,75.0,1009.9,21.1
2025-10-05 23:06:00,2025-10-05,23:06:00,427.0,74.0,1010.1,21.5
2025-10-05 23:07:00,2025-10-05,23:07:00,427.0,74.0,1010.1,21.5
2025-10-05 23:08:00,2025-10-05,23:08:00,427.0,74.0,1010.1,21.5
2025-10-05 23:09:00,2025-10-05,23:09:00,427.0,74.0,1010.1,21.5
2025-10-05 23:10:00,2025-10-05,23:10:00,427.0,74.0,1010.1,21.5
2025-10-05 23:11:00,2025-10-05,23:11:00,427.0,74.0,1010.1,21.5
2025-10-05 23:12:00,2025-10-05,23:12:00,427.0,74.0,1010.1,21.5
2025-10-05 23:13:00,2025-10-05,23:13:00,427.0,74.0,1010.1,21.5
2025-10-05 23:14:00,2025-10-05,23:14:00,427.0,74.0,1010.1,21.5
2025-10-05 23:15:00,2025-10-05,23:15:00,427.0,74.0,1010.1,21.5
2025-10-05 23:16:00,2025-10-05,23:16:00,427.0,73.0,1010.1,21.7
2025-10-05 23:17:00,2025-10-05,23:17:00,427.0,73.0,1010.1,21.7
2025-10-05 23:18:00,2025-10-05,23:18:00,427.0,73.0,1010.1,21.7
2025-10-05 23:19:00,2025-10-05,23:19:00,427.0,73.0,1010.1,21.7
2025-10-05 23:20:00,2025-10-05,23:20:00,427.0,73.0,1010.1,21.7
2025-10-05 23:21:00,2025-10-05,23:21:00,427.0,73.0,1010.1,21.7
2025-10-05 23:22:00,2025-10-05,23:22:00,427.0,73.0,1010.1,21.7
2025-10-05 23:23:00,2025-10-05,23:23:00,427.0,73.0,1010.1,21.7
2025-10-05 23:24:00,2025-10-05,23:24:00,427.0,73.0,1010.1,21.7
2025-10-05 23:25:00,2025-10-05,23:25:00,427.0,73.0,1010.1,21.7
2025-10-05 23:26:00,2025-10-05,23:26:00,427.0,72.5,1010.1,21.8
2025-10-05 23:27:00,2025-10-05,23:27:00,427.0,72.5,1010.1,21.8
2025-10-05 23:28:00,2025-10-05,23:28:00,427.0,72.5,1010.1,21.8
2025-10-05 23:29:00,2025-10-05,23:29:00,427.0,72.5,1010.1,21.8
2025-10-05 23:30:00,2025-10-05,23:30:00,427.0,72.5,1010.1,21.8
2025-10-05 23:31:00,2025-10-05,23:31:00,427.0,72.5,1010.1,21.8
2025-10-05 23:32:00,2025-10-05,23:32:00,427.0,72.5,1010.1,21.8
2025-10-05 23:33:00,2025-10-05,23:33:00,427.0,72.5,1010.1,21.8
2025-10-05 23:34:00,2025-10-05,23:34:00,427.0,72.5,1010.1,21.8
2025-10-05 23:35:00,2025-10-05,23:35:00,427.0,72.5,1010.1,21.8
2025-10-05 23:36:00,2025-10-05,23:36:00,428.0,72.0,1010.1,21.9
2025-10-05 23:37:00,2025-10-05,23:37:00,428.0,72.0,1010.1,21.9
2025-10-05 23:38:00,2025-10-05,23:38:00,428.0,72.0,1010.1,21.9
2025-10-05 23:39:00,2025-10-05,23:39:00,428.0,72.0,1010.1,21.9
2025-10-05 23:40:00,2025-10-05,23:40:00,428.0,72.0,1010.1,21.9
2025-10-05 23:41:00,2025-10-05,23:41:00,428.0,72.0,1010.1,21.9
2025-10-05 23:42:00,2025-10-05,23:42:00,428.0,72.0,1010.1,21.9
2025-10-05 23:43:00,2025-10-05,23:43:00,428.0,72.0,1010.1,21.9
2025-10-05 23:44:00,2025-10-05,23:44:00,428.0,72.0,1010.1,21.9
2025-10-05 23:45:00,2025-10-05,23:45:00,428.0,72.0,1010.1,21.9
2025-10-05 23:46:00,2025-10-05,23:46:00,427.0,72.0,1010.1,22.1
2025-10-05 23:47:00,2025-10-05,23:47:00,427.0,72.0,1010.1,22.1
2025-10-05 23:48:00,2025-10-05,23:48:00,427.0,72.0,1010.1,22.1
2025-10-05 23:49:00,2025-10-05,23:49:00,427.0,72.0,1010.1,22.1
2025-10-05 23:50:00,2025-10-05,23:50:00,427.0,72.0,1010.1,22.1
2025-10-05 23:51:00,2025-10-05,23:51:00,427.0,72.0,1010.1,22.1
2025-10-05 23:52:00,2025-10-05,23:52:00,427.0,72.0,1010.1,22.1
2025-10-05 23:53:00,2025-10-05,23:53:00,427.0,72.0,1010.1,22.1
2025-10-05 23:54:00,2025-10-05,23:54:00,427.0,72.0,1010.1,22.1
2025-10-05 23:55:00,2025-10-05,23:55:00,427.0,72.0,1010.1,22.1
2025-10-05 23:56:00,2025-10-05,23:56:00,427.0,71.5,1010.1,22.2
2025-10-05 23:57:00,2025-10-05,23:57:00,427.0,71.5,1010.1,22.2
2025-10-05 23:58:00,2025-10-05,23:58:00,427.0,71.5,1010.1,22.2
2025-10-05 23:59:00,2025-10-05,23:59:00,427.0,71.5,1010.1,22.2
2025-10-06 00:00:00,2025-10-06,00:00:00,427.0,71.5,1010.1,22.2
2025-10-06 00:01:00,2025-10-06,00:01:00,427.0,71.5,1010.1,22.2
2025-10-06 00:02:00,2025-10-06,00:02:00,427.0,71.5,1010.1,22.2
2025-10-06 00:03:00,2025-10-06,00:03:00,427.0,71.5,1010.1,22.2
2025-10-06 00:04:00,2025-10-06,00:04:00,427.0,71.5,1010.1,22.2
2025-10-06 00:05:00,2025-10-06,00:05:00,427.0,71.5,1010.1,22.2
2025-10-06 00:06:00,2025-10-06,00:06:00,427.0,71.5,1010.0,22.2
2025-10-06 00:07:00,2025-10-06,00:07:00,427.0,71.5,1010.0,22.2
2025-10-06 00:08:00,2025-10-06,00:08:00,427.0,71.5,1010.0,22.2
2025-10-06 00:09:00,2025-10-06,00:09:00,427.0,71.5,1010.0,22.2
2025-10-06 00:10:00,2025-10-06,00:10:00,427.0,71.5,1010.0,22.2
2025-10-06 00:11:00,2025-10-06,00:11:00,427.0,71.5,1010.0,22.2
2025-10-06 00:12:00,2025-10-06,00:12:00,427.0,71.5,1010.0,22.2
2025-10-06 00:13:00,2025-10-06,00:13:00,427.0,71.5,1010.0,22.2
2025-10-06 00:14:00,2025-10-06,00:14:00,427.0,71.5,1010.0,22.2
2025-10-06 00:15:00,2025-10-06,00:15:00,427.0,71.5,1010.0,22.2
2025-10-06 00:16:00,2025-10-06,00:16:00,428.0,71.0,1009.9,22.3
2025-10-06 00:17:00,2025-10-06,00:17:00,428.0,71.0,1009.9,22.3
2025-10-06 00:18:00,2025-10-06,00:18:00,428.0,71.0,1009.9,22.3
2025-10-06 00:19:00,2025-10-06,00:19:00,428.0,71.0,1009.9,22.3
2025-10-06 00:20:00,2025-10-06,00:20:00,428.0,71.0,1009.9,22.3
2025-10-06 00:21:00,2025-10-06,00:21:00,428.0,71.0,1009.9,22.3
2025-10-06 00:22:00,2025-10-06,00:22:00,428.0,71.0,1009.9,22.3
2025-10-06 00:23:00,2025-10-06,00:23:00,428.0,71.0,1009.9,22.3
2025-10-06 00:24:00,2025-10-06,00:24:00,428.0,71.0,1009.9,22.3
2025-10-06 00:25:00,2025-10-06,00:25:00,428.0,71.0,1009.9,22.3
2025-10-06 00:26:00,2025-10-06,00:26:00,427.0,71.0,1009.6,22.4
2025-10-06 00:27:00,2025-10-06,00:27:00,427.0,71.0,1009.6,22.4
2025-10-06 00:28:00,2025-10-06,00:28:00,427.0,71.0,1009.6,22.4
2025-10-06 00:29:00,2025-10-06,00:29:00,427.0,71.0,1009.6,22.4
2025-10-06 00:30:00,2025-10-06,00:30:00,427.0,71.0,1009.6,22.4
2025-10-06 00:31:00,2025-10-06,00:31:00,427.0,71.0,1009.6,22.4
2025-10-06 00:32:00,2025-10-06,00:32:00,427.0,71.0,1009.6,22.4
2025-10-06 00:33:00,2025-10-06,00:33:00,427.0,71.0,1009.6,22.4
2025-10-06 00:34:00,2025-10-06,00:34:00,427.0,71.0,1009.6,22.4
2025-10-06 00:35:00,2025-10-06,00:35:00,427.0,71.0,1009.6,22.4
2025-10-06 00:36:00,2025-10-06,00:36:00,427.0,71.0,1009.6,22.5
2025-10-06 00:37:00,2025-10-06,00:37:00,427.0,71.0,1009.6,22.5
2025-10-06 00:38:00,2025-10-06,00:38:00,427.0,71.0,1009.6,22.5
2025-10-06 00:39:00,2025-10-06,00:39:00,427.0,71.0,1009.6,22.5
2025-10-06 00:40:00,2025-10-06,00:40:00,427.0,71.0,1009.6,22.5
2025-10-06 00:41:00,2025-10-06,00:41:00,427.0,71.0,1009.6,22.5
2025-10-06 00:42:00,2025-10-06,00:42:00,427.0,71.0,1009.6,22.5
2025-10-06 00:43:00,2025-10-06,00:43:00,427.0,71.0,1009.6,22.5
2025-10-06 00:44:00,2025-10-06,00:44:00,427.0,71.0,1009.6,22.5
2025-10-06 00:45:00,2025-10-06,00:45:00,427.0,71.0,1009.6,22.5
2025-10-06 00:46:00,2025-10-06,00:46:00,428.0,71.0,1009.7,22.6
2025-10-06 00:47:00,2025-10-06,00:47:00,428.0,71.0,1009.7,22.6
2025-10-06 00:48:00,2025-10-06,00:48:00,428.0,71.0,1009.7,22.6
2025-10-06 00:49:00,2025-10-06,00:49:00,428.0,71.0,1009.7,22.6
2025-10-06 00:50:00,2025-10-06,00:50:00,428.0,71.0,1009.7,22.6
2025-10-06 00:51:00,2025-10-06,00:51:00,428.0,71.0,1009.7,22.6
2025-10-06 00:52:00,2025-10-06,00:52:00,428.0,71.0,1009.7,22.6
2025-10-06 00:53:00,2025-10-06,00:53:00,428.0,71.0,1009.7,22.6
2025-10-06 00:54:00,2025-10-06,00:54:00,428.0,71.0,1009.7,22.6
2025-10-06 00:55:00,2025-10-06,00:55:00,428.0,71.0,1009.7,22.6
2025-10-06 00:56:00,2025-10-06,00:56:00,428.0,70.5,1009.7,22.6
2025-10-06 00:57:00,2025-10-06,00:57:00,428.0,70.5,1009.7,22.6
2025-10-06 00:58:00,2025-10-06,00:58:00,428.0,70.5,1009.7,22.6
2025-10-06 00:59:00,2025-10-06,00:59:00,428.0,70.5,1009.7,22.6
2025-10-06 01:00:00,2025-10-06,01:00:00,428.0,70.5,1009.7,22.6
2025-10-06 01:01:00,2025-10-06,01:01:00,428.0,70.5,1009.7,22.6
2025-10-06 01:02:00,2025-10-06,01:02:00,428.0,70.5,1009.7,22.6
2025-10-06 01:03:00,2025-10-06,01:03:00,428.0,70.5,1009.7,22.6
2025-10-06 01:04:00,2025-10-06,01:04:00,428.0,70.5,1009.7,22.6
2025-10-06 01:05:00,2025-10-06,01:05:00,428.0,70.5,1009.7,22.6
2025-10-06 01:06:00,2025-10-06,01:06:00,428.0,70.5,1009.7,22.7
2025-10-06 01:07:00,2025-10-06,01:07:00,428.0,70.5,1009.7,22.7
2025-10-06 01:08:00,2025-10-06,01:08:00,428.0,70.5,1009.7,22.7
2025-10-06 01:09:00,2025-10-06,01:09:00,428.0,70.5,1009.7,22.7
2025-10-06 01:10:00,2025-10-06,01:10:00,428.0,70.5,1009.7,22.7
2025-10-06 01:11:00,2025-10-06,01:11:00,428.0,70.5,1009.7,22.7
2025-10-06 01:12:00,2025-10-06,01:12:00,428.0,70.5,1009.7,22.7
2025-10-06 01:13:00,2025-10-06,01:13:00,428.0,70.5,1009.7,22.7
2025-10-06 01:14:00,2025-10-06,01:14:00,428.0,70.5,1009.7,22.7
2025-10-06 01:15:00,2025-10-06,01:15:00,428.0,70.5,1009.7,22.7
2025-10-06 01:16:00,2025-10-06,01:16:00,428.0,70.5,1009.6,22.8
2025-10-06 01:17:00,2025-10-06,01:17:00,428.0,70.5,1009.6,22.8
2025-10-06 01:18:00,2025-10-06,01:18:00,428.0,70.5,1009.6,22.8
2025-10-06 01:19:00,2025-10-06,01:19:00,428.0,70.5,1009.6,22.8
2025-10-06 01:20:00,2025-10-06,01:20:00,428.0,70.5,1009.6,22.8
2025-10-06 01:21:00,2025-10-06,01:21:00,428.0,70.5,1009.6,22.8
2025-10-06 01:22:00,2025-10-06,01:22:00,428.0,70.5,1009.6,22.8
2025-10-06 01:23:00,2025-10-06,01:23:00,428.0,70.5,1009.6,22.8
2025-10-06 01:24:00,2025-10-06,01:24:00,428.0,70.5,1009.6,22.8
2025-10-06 01:25:00,2025-10-06,01:25:00,428.0,70.5,1009.6,22.8
2025-10-06 01:26:00,2025-10-06,01:26:00,429.0,70.5,1009.6,22.9
2025-10-06 01:27:00,2025-10-06,01:27:00,429.0,70.5,1009.6,22.9
2025-10-06 01:28:00,2025-10-06,01:28:00,429.0,70.5,1009.6,22.9
2025-10-06 01:29:00,2025-10-06,01:29:00,429.0,70.5,1009.6,22.9
2025-10-06 01:30:00,2025-10-06,01:30:00,429.0,70.5,1009.6,22.9
2025-10-06 01:31:00,2025-10-06,01:31:00,429.0,70.5,1009.6,22.9
2025-10-06 01:32:00,2025-10-06,01:32:00,429.0,70.5,1009.6,22.9
2025-10-06 01:33:00,2025-10-06,01:33:00,429.0,70.5,1009.6,22.9
2025-10-06 01:34:00,2025-10-06,01:34:00,429.0,70.5,1009.6,22.9
2025-10-06 01:35:00,2025-10-06,01:35:00,429.0,70.5,1009.6,22.9
2025-10-06 01:36:00,2025-10-06,01:36:00,430.0,70.5,1009.5,22.9
2025-10-06 01:37:00,2025-10-06,01:37:00,430.0,70.5,1009.5,22.9
2025-10-06 01:38:00,2025-10-06,01:38:00,430.0,70.5,1009.5,22.9
2025-10-06 01:39:00,2025-10-06,01:39:00,430.0,70.5,1009.5,22.9
2025-10-06 01:40:00,2025-10-06,01:40:00,430.0,70.5,1009.5,22.9
2025-10-06 01:41:00,2025-10-06,01:41:00,430.0,70.5,1009.5,22.9
2025-10-06 01:42:00,2025-10-06,01:42:00,430.0,70.5,1009.5,22.9
2025-10-06 01:43:00,2025-10-06,01:43:00,430.0,70.5,1009.5,22.9
2025-10-06 01:44:00,2025-10-06,01:44:00,430.0,70.5,1009.5,22.9
2025-10-06 01:45:00,2025-10-06,01:45:00,430.0,70.5,1009.5,22.9
2025-10-06 01:46:00,2025-10-06,01:46:00,430.0,70.5,1009.4,23.0
2025-10-06 01:47:00,2025-10-06,01:47:00,430.0,70.5,1009.4,23.0
2025-10-06 01:48:00,2025-10-06,01:48:00,430.0,70.5,1009.4,23.0
2025-10-06 01:49:00,2025-10-06,01:49:00,430.0,70.5,1009.4,23.0
2025-10-06 01:50:00,2025-10-06,01:50:00,430.0,70.5,1009.4,23.0
2025-10-06 01:51:00,2025-10-06,01:51:00,430.0,70.5,1009.4,23.0
2025-10-06 01:52:00,2025-10-06,01:52:00,430.0,70.5,1009.4,23.0
2025-10-06 01:53:00,2025-10-06,01:53:00,430.0,70.5,1009.4,23.0
2025-10-06 01:54:00,2025-10-06,01:54:00,430.0,70.5,1009.4,23.0
2025-10-06 01:55:00,2025-10-06,01:55:00,430.0,70.5,1009.4,23.0
2025-10-06 01:56:00,2025-10-06,01:56:00,430.0,70.0,1009.4,23.0
2025-10-06 01:57:00,2025-10-06,01:57:00,430.0,70.0,1009.4,23.0
2025-10-06 01:58:00,2025-10-06,01:58:00,430.0,70.0,1009.4,23.0
2025-10-06 01:59:00,2025-10-06,01:59:00,430.0,70.0,1009.4,23.0
2025-10-06 02:00:00,2025-10-06,02:00:00,430.0,70.0,1009.4,23.0
2025-10-06 02:01:00,2025-10-06,02:01:00,430.0,70.0,1009.4,23.0
2025-10-06 02:02:00,2025-10-06,02:02:00,430.0,70.0,1009.4,23.0
2025-10-06 02:03:00,2025-10-06,02:03:00,430.0,70.0,1009.4,23.0
2025-10-06 02:04:00,2025-10-06,02:04:00,430.0,70.0,1009.4,23.0
2025-10-06 02:05:00,2025-10-06,02:05:00,430.0,70.0,1009.4,23.0
2025-10-06 02:06:00,2025-10-06,02:06:00,430.0,70.0,1009.3,23.1
2025-10-06 02:07:00,2025-10-06,02:07:00,430.0,70.0,1009.3,23.1
2025-10-06 02:08:00,2025-10-06,02:08:00,430.0,70.0,1009.3,23.1
2025-10-06 02:09:00,2025-10-06,02:09:00,430.0,70.0,1009.3,23.1
2025-10-06 02:10:00,2025-10-06,02:10:00,430.0,70.0,1009.3,23.1
2025-10-06 02:11:00,2025-10-06,02:11:00,430.0,70.0,1009.3,23.1
2025-10-06 02:12:00,2025-10-06,02:12:00,430.0,70.0,1009.3,23.1
2025-10-06 02:13:00,2025-10-06,02:13:00,430.0,70.0,1009.3,23.1
2025-10-06 02:14:00,2025-10-06,02:14:00,430.0,70.0,1009.3,23.1
2025-10-06 02:15:00,2025-10-06,02:15:00,430.0,70.0,1009.3,23.1
2025-10-06 02:16:00,2025-10-06,02:16:00,431.0,70.0,1009.2,23.1
2025-10-06 02:17:00,2025-10-06,02:17:00,431.0,70.0,1009.2,23.1
2025-10-06 02:18:00,2025-10-06,02:18:00,431.0,70.0,1009.2,23.1
2025-10-06 02:19:00,2025-10-06,02:19:00,431.0,70.0,1009.2,23.1
2025-10-06 02:20:00,2025-10-06,02:20:00,431.0,70.0,1009.2,23.1
2025-10-06 02:21:00,2025-10-06,02:21:00,431.0,70.0,1009.2,23.1
2025-10-06 02:22:00,2025-10-06,02:22:00,431.0,70.0,1009.2,23.1
2025-10-06 02:23:00,2025-10-06,02:23:00,431.0,70.0,1009.2,23.1
2025-10-06 02:24:00,2025-10-06,02:24:00,431.0,70.0,1009.2,23.1
2025-10-06 02:25:00,2025-10-06,02:25:00,431.0,70.0,1009.2,23.1
2025-10-06 02:26:00,2025-10-06,02:26:00,431.0,70.0,1009.0,23.2
2025-10-06 02:27:00,2025-10-06,02:27:00,431.0,70.0,1009.0,23.2
2025-10-06 02:28:00,2025-10-06,02:28:00,431.0,70.0,1009.0,23.2
2025-10-06 02:29:00,2025-10-06,02:29:00,431.0,70.0,1009.0,23.2
2025-10-06 02:30:00,2025-10-06,02:30:00,431.0,70.0,1009.0,23.2
2025-10-06 02:31:00,2025-10-06,02:31:00,431.0,70.0,1009.0,23.2
2025-10-06 02:32:00,2025-10-06,02:32:00,431.0,70.0,1009.0,23.2
2025-10-06 02:33:00,2025-10-06,02:33:00,431.0,70.0,1009.0,23.2
2025-10-06 02:34:00,2025-10-06,02:34:00,431.0,70.0,1009.0,23.2
2025-10-06 02:35:00,2025-10-06,02:35:00,431.0,70.0,1009.0,23.2
2025-10-06 02:36:00,2025-10-06,02:36:00,431.0,70.0,1008.9,23.2
2025-10-06 02:37:00,2025-10-06,02:37:00,431.0,70.0,1008.9,23.2
2025-10-06 02:38:00,2025-10-06,02:38:00,431.0,70.0,1008.9,23.2
2025-10-06 02:39:00,2025-10-06,02:39:00,431.0,70.0,1008.9,23.2
2025-10-06 02:40:00,2025-10-06,02:40:00,431.0,70.0,1008.9,23.2
2025-10-06 02:41:00,2025-10-06,02:41:00,431.0,70.0,1008.9,23.2
2025-10-06 02:42:00,2025-10-06,02:42:00,431.0,70.0,1008.9,23.2
2025-10-06 02:43:00,2025-10-06,02:43:00,431.0,70.0,1008.9,23.2
2025-10-06 02:44:00,2025-10-06,02:44:00,431.0,70.0,1008.9,23.2
2025-10-06 02:45:00,2025-10-06,02:45:00,431.0,70.0,1008.9,23.2
2025-10-06 02:46:00,2025-10-06,02:46:00,431.0,70.0,1008.7,23.3
2025-10-06 02:47:00,2025-10-06,02:47:00,431.0,70.0,1008.7,23.3
2025-10-06 02:48:00,2025-10-06,02:48:00,431.0,70.0,1008.7,23.3
2025-10-06 02:49:00,2025-10-06,02:49:00,431.0,70.0,1008.7,23.3
2025-10-06 02:50:00,2025-10-06,02:50:00,431.0,70.0,1008.7,23.3
2025-10-06 02:51:00,2025-10-06,02:51:00,431.0,70.0,1008.7,23.3
2025-10-06 02:52:00,2025-10-06,02:52:00,431.0,70.0,1008.7,23.3
2025-10-06 02:53:00,2025-10-06,02:53:00,431.0,70.0,1008.7,23.3
2025-10-06 02:54:00,2025-10-06,02:54:00,431.0,70.0,1008.7,23.3
2025-10-06 02:55:00,2025-10-06,02:55:00,431.0,70.0,1008.7,23.3
2025-10-06 02:56:00,2025-10-06,02:56:00,431.0,70.0,1008.7,23.4
2025-10-06 02:57:00,2025-10-06,02:57:00,431.0,70.0,1008.7,23.4
2025-10-06 02:58:00,2025-10-06,02:58:00,431.0,70.0,1008.7,23.4
2025-10-06 02:59:00,2025-10-06,02:59:00,431.0,70.0,1008.7,23.4
2025-10-06 03:00:00,2025-10-06,03:00:00,431.0,70.0,1008.7,23.4
2025-10-06 03:01:00,2025-10-06,03:01:00,431.0,70.0,1008.7,23.4
2025-10-06 03:02:00,2025-10-06,03:02:00,431.0,70.0,1008.7,23.4
2025-10-06 03:03:00,2025-10-06,03:03:00,431.0,70.0,1008.7,23.4
2025-10-06 03:04:00,2025-10-06,03:04:00,431.0,70.0,1008.7,23.4
2025-10-06 03:05:00,2025-10-06,03:05:00,431.0,70.0,1008.7,23.4
2025-10-06 03:06:00,2025-10-06,03:06:00,432.0,70.0,1008.6,23.4
2025-10-06 03:07:00,2025-10-06,03:07:00,432.0,70.0,1008.6,23.4
2025-10-06 03:08:00,2025-10-06,03:08:00,432.0,70.0,1008.6,23.4
2025-10-06 03:09:00,2025-10-06,03:09:00,432.0,70.0,1008.6,23.4
2025-10-06 03:10:00,2025-10-06,03:10:00,432.0,70.0,1008.6,23.4
2025-10-06 03:11:00,2025-10-06,03:11:00,432.0,70.0,1008.6,23.4
2025-10-06 03:12:00,2025-10-06,03:12:00,432.0,70.0,1008.6,23.4
2025-10-06 03:13:00,2025-10-06,03:13:00,432.0,70.0,1008.6,23.4
2025-10-06 03:14:00,2025-10-06,03:14:00,432.0,70.0,1008.6,23.4
2025-10-06 03:15:00,2025-10-06,03:15:00,432.0,70.0,1008.6,23.4
2025-10-06 03:16:00,2025-10-06,03:16:00,432.0,70.0,1008.6,23.5
2025-10-06 03:17:00,2025-10-06,03:17:00,432.0,70.0,1008.6,23.5
2025-10-06 03:18:00,2025-10-06,03:18:00,432.0,70.0,1008.6,23.5
2025-10-06 03:19:00,2025-10-06,03:19:00,432.0,70.0,1008.6,23.5
2025-10-06 03:20:00,2025-10-06,03:20:00,432.0,70.0,1008.6,23.5
2025-10-06 03:21:00,2025-10-06,03:21:00,432.0,70.0,1008.6,23.5
2025-10-06 03:22:00,2025-10-06,03:22:00,432.0,70.0,1008.6,23.5
2025-10-06 03:23:00,2025-10-06,03:23:00,432.0,70.0,1008.6,23.5
2025-10-06 03:24:00,2025-10-06,03:24:00,432.0,70.0,1008.6,23.5
2025-10-06 03:25:00,2025-10-06,03:25:00,432.0,70.0,1008.6,23.5
2025-10-06 03:26:00,2025-10-06,03:26:00,432.0,70.0,1008.5,23.5
2025-10-06 03:27:00,2025-10-06,03:27:00,432.0,70.0,1008.5,23.5
2025-10-06 03:28:00,2025-10-06,03:28:00,432.0,70.0,1008.5,23.5
2025-10-06 03:29:00,2025-10-06,03:29:00,432.0,70.0,1008.5,23.5
2025-10-06 03:30:00,2025-10-06,03:30:00,432.0,70.0,1008.5,23.5
2025-10-06 03:31:00,2025-10-06,03:31:00,432.0,70.0,1008.5,23.5
2025-10-06 03:32:00,2025-10-06,03:32:00,432.0,70.0,1008.5,23.5
2025-10-06 03:33:00,2025-10-06,03:33:00,432.0,70.0,1008.5,23.5
2025-10-06 03:34:00,2025-10-06,03:34:00,432.0,70.0,1008.5,23.5
2025-10-06 03:35:00,2025-10-06,03:35:00,432.0,70.0,1008.5,23.5
2025-10-06 03:36:00,2025-10-06,03:36:00,432.0,70.0,1008.4,23.6
2025-10-06 03:37:00,2025-10-06,03:37:00,432.0,70.0,1008.4,23.6
2025-10-06 03:38:00,2025-10-06,03:38:00,432.0,70.0,1008.4,23.6
2025-10-06 03:39:00,2025-10-06,03:39:00,432.0,70.0,1008.4,23.6
2025-10-06 03:40:00,2025-10-06,03:40:00,432.0,70.0,1008.4,23.6
2025-10-06 03:41:00,2025-10-06,03:41:00,432.0,70.0,1008.4,23.6
2025-10-06 03:42:00,2025-10-06,03:42:00,432.0,70.0,1008.4,23.6
2025-10-06 03:43:00,2025-10-06,03:43:00,432.0,70.0,1008.4,23.6
2025-10-06 03:44:00,2025-10-06,03:44:00,432.0,70.0,1008.4,23.6
2025-10-06 03:45:00,2025-10-06,03:45:00,432.0,70.0,1008.4,23.6
2025-10-06 03:46:00,2025-10-06,03:46:00,432.0,70.0,1008.4,23.6
2025-10-06 03:47:00,2025-10-06,03:47:00,432.0,70.0,1008.4,23.6
2025-10-06 03:48:00,2025-10-06,03:48:00,432.0,70.0,1008.4,23.6
2025-10-06 03:49:00,2025-10-06,03:49:00,432.0,70.0,1008.4,23.6
2025-10-06 03:50:00,2025-10-06,03:50:00,432.0,70.0,1008.4,23.6
2025-10-06 03:51:00,2025-10-06,03:51:00,432.0,70.0,1008.4,23.6
2025-10-06 03:52:00,2025-10-06,03:52:00,432.0,70.0,1008.4,23.6
2025-10-06 03:53:00,2025-10-06,03:53:00,432.0,70.0,1008.4,23.6
2025-10-06 03:54:00,2025-10-06,03:54:00,432.0,70.0,1008.4,23.6
2025-10-06 03:55:00,2025-10-06,03:55:00,432.0,70.0,1008.4,23.6
2025-10-06 03:56:00,2025-10-06,03:56:00,432.0,70.0,1008.3,23.6
2025-10-06 03:57:00,2025-10-06,03:57:00,432.0,70.0,1008.3,23.6
2025-10-06 03:58:00,2025-10-06,03:58:00,432.0,70.0,1008.3,23.6
2025-10-06 03:59:00,2025-10-06,03:59:00,432.0,70.0,1008.3,23.6
2025-10-06 04:00:00,2025-10-06,04:00:00,432.0,70.0,1008.3,23.6
2025-10-06 04:01:00,2025-10-06,04:01:00,432.0,70.0,1008.3,23.6
2025-10-06 04:02:00,2025-10-06,04:02:00,432.0,70.0,1008.3,23.6
2025-10-06 04:03:00,2025-10-06,04:03:00,432.0,70.0,1008.3,23.6
2025-10-06 04:04:00,2025-10-06,04:04:00,432.0,70.0,1008.3,23.6
2025-10-06 04:05:00,2025-10-06,04:05:00,432.0,70.0,1008.3,23.6
2025-10-06 04:06:00,2025-10-06,04:06:00,432.0,70.0,1008.2,23.7
2025-10-06 04:07:00,2025-10-06,04:07:00,432.0,70.0,1008.2,23.7
2025-10-06 04:08:00,2025-10-06,04:08:00,432.0,70.0,1008.2,23.7
2025-10-06 04:09:00,2025-10-06,04:09:00,432.0,70.0,1008.2,23.7
2025-10-06 04:10:00,2025-10-06,04:10:00,432.0,70.0,1008.2,23.7
2025-10-06 04:11:00,2025-10-06,04:11:00,432.0,70.0,1008.2,23.7
2025-10-06 04:12:00,2025-10-06,04:12:00,432.0,70.0,1008.2,23.7
2025-10-06 04:13:00,2025-10-06,04:13:00,432.0,70.0,1008.2,23.7
2025-10-06 04:14:00,2025-10-06,04:14:00,432.0,70.0,1008.2,23.7
2025-10-06 04:15:00,2025-10-06,04:15:00,432.0,70.0,1008.2,23.7
2025-10-06 04:16:00,2025-10-06,04:16:00,432.0,70.0,1008.2,23.8
2025-10-06 04:17:00,2025-10-06,04:17:00,432.0,70.0,1008.2,23.8
2025-10-06 04:18:00,2025-10-06,04:18:00,432.0,70.0,1008.2,23.8
